2065,King Abdulaziz Ab,Dhahran,Saudi Arabia,DHA,OEDR
2066,King Abdullah Bin Abdulaziz,Gizan,Saudi Arabia,GIZ,OEGN
2067,Gassim,Gassim,Saudi Arabia,ELQ,OEGS
2068,Guriat,Guriat,Saudi Arabia,URY,OEGT
2069,Hail,Hail,Saudi Arabia,HAS,OEHL
2070,Jubail,Jubail,Saudi Arabia,,OEJB
2071,King Faisal Naval Base,Jeddah,Saudi Arabia,,OEJF
2072,King Abdulaziz Intl,Jeddah,Saudi Arabia,JED,OEJN
2073,King Khaled Military City,King Khalid Mil.city,Saudi Arabia,HBT,OEKK
2074,Prince Mohammad Bin Abdulaziz,Madinah,Saudi Arabia,MED,OEMA
2075,Nejran,Nejran,Saudi Arabia,EAM,OENG
2076,Qaisumah,Hafr Al-batin,Saudi Arabia,AQI,OEPA
2077,Pump Station 3,Petroline 3,Saudi Arabia,,OEPC
2078,Pump Station 6,Petroline 6,Saudi Arabia,,OEPF
2079,Pump Station 10,Petroline 10,Saudi Arabia,,OEPJ
2080,Rabigh,Rabigh,Saudi Arabia,,OERB
2081,Rafha,Rafha,Saudi Arabia,RAH,OERF
2082,King Khaled Intl,Riyadh,Saudi Arabia,RUH,OERK
2083,Ras Mishab,Rash Mishab,Saudi Arabia,,OERM
2084,Arar,Arar,Saudi Arabia,RAE,OERR
2085,Ras Tanura,Ras Tanura,Saudi Arabia,,OERT
2086,Sharurah,Sharurah,Saudi Arabia,SHW,OESH
6808,Mudgee Airport,Mudgee,Australia,DGE,YMDG
2088,Sulayel,Sulayel,Saudi Arabia,SLF,OESL
2089,Tabuk,Tabuk,Saudi Arabia,TUU,OETB
2090,Taif,Taif,Saudi Arabia,TIF,OETF
2091,Thumamah,Thumamah,Saudi Arabia,,OETH
2092,Ras Tanajib,Ras Tanajib,Saudi Arabia,,OETN
2093,Turaif,Turaif,Saudi Arabia,TUI,OETR
6872,Miami University Airport,Oxford,United States,OXD,\N
2095,Wejh,Wejh,Saudi Arabia,EJH,OEWJ
2096,Yenbo,Yenbo,Saudi Arabia,YNB,OEYN
2097,Abadan,Abadan,Iran,ABD,OIAA
2098,Dezful,Dezful,Iran,,OIAD
2099,Aghajari,Aghajari,Iran,,OIAG
2100,Gachsaran,Gachsaran,Iran,,OIAH
2101,Shahid Asyaee,Masjed Soleiman,Iran,QMJ,OIAI
2102,Omidiyeh,Omidyeh,Iran,,OIAJ
2103,Mahshahr,Bandar Mahshahr,Iran,MRX,OIAM
2104,Ahwaz,Ahwaz,Iran,AWZ,OIAW
2105,Abumusa Island,Abumusa I.,Iran,,OIBA
2106,Bushehr,Bushehr,Iran,BUZ,OIBB
2107,Bastak,Bastak,Iran,,OIBH
2108,Asaloyeh,Golbandi,Iran,,OIBI
2109,Kish Island,Kish Island,Iran,KIH,OIBK
2110,Bandar Lengeh,Bandar Lengeh,Iran,BDH,OIBL
2111,Khark Island,Khark Island,Iran,,OIBQ
2112,Sirri Island,Siri Island,Iran,,OIBS
2113,Lavan Island,Lavan Island,Iran,,OIBV
2114,Shahid Ashrafi Esfahani,Bakhtaran,Iran,KSH,OICC
2117,Sanandaj,Sanandaj,Iran,SDG,OICS
2118,Hesa,Daran,Iran,,OIFE
2119,Shahid Vatan Pour Air Base,Esfahan,Iran,,OIFH
2120,Kashan,Kashan,Iran,,OIFK
2121,Esfahan Shahid Beheshti Intl,Esfahan,Iran,,OIFM
2122,Badr Air Base,Sepah,Iran,,OIFP
2123,Rasht,Rasht,Iran,RAS,OIGG
6871,Delaware County Airport,Muncie,United States,MIE,\N
2125,Arak,Arak,Iran,,OIHR
2126,Ghazvin Azadi,Abe-ali,Iran,,OIIA
2127,Kushke Nosrat,Kushke Nosrat,Iran,,OIIC
2128,Doshan Tappeh,Teheran,Iran,,OIID
2129,Imam Khomeini Intl,Abyek,Iran,,OIIE
2130,Ghale Morghi,Teheran,Iran,,OIIG
2131,Mehrabad Intl,Teheran,Iran,THR,OIII
2132,Ghazvin,Ghazvin,Iran,,OIIK
2133,Naja,Khoram Dareh,Iran,,OIIM
2134,Bandar Abbass Intl,Bandar Abbas,Iran,BND,OIKB
2135,Jiroft,Jiroft,Iran,,OIKJ
2136,Kerman,Kerman,Iran,KER,OIKK
2138,Havadarya,Bandar Abbas,Iran,,OIKP
2139,Dayrestan,Gheshm I.,Iran,,OIKQ
2141,Sirjan,Sirjan,Iran,,OIKY
2142,Birjand,Birjand,Iran,XBJ,OIMB
2143,Sarakhs,Sarakhs,Iran,,OIMC
2144,Shahroud,Emam Shahr,Iran,,OIMJ
6870,Whitsunday Airstrip,Airlie Beach,Australia,WSY,YWHI
2147,Tabas,Tabas,Iran,,OIMT
2148,Kalaleh,Kalaleh,Iran,,OINE
2151,Ramsar,Ramsar,Iran,RZR,OINR
6869,Aeropuerto de Rafaela,Rafaela,Argentina,RAF,\N
2153,Fasa,Fasa,Iran,,OISF
2154,Jahrom,Jahrom,Iran,,OISJ
2156,Lamerd,Lamerd,Iran,,OISR
2157,Shiraz Shahid Dastghaib Intl,Shiraz,Iran,SYZ,OISS
2158,Khoy,Khoy,Iran,,OITK
6868,Sabadell Airport,Sabadell,Spain,QSA,LELL
2162,Tabriz Intl,Tabriz,Iran,TBZ,OITT
2163,Zanjan,Zanjan,Iran,,OITZ
2164,Yazd Shahid Sadooghi,Yazd,Iran,AZD,OIYY
2165,Zabol,Zabol,Iran,,OIZB
2166,Chah Bahar,Chah Bahar,Iran,ZBR,OIZC
2167,Zahedan Intl,Zahedan,Iran,ZAH,OIZH
2168,Iran Shahr,Iran Shahr,Iran,,OIZI
2169,Saravan,Saravan,Iran,,OIZS
2170,Queen Alia Intl,Amman,Jordan,AMM,OJAI
2171,Marka Intl,Amman,Jordan,ADJ,OJAM
2172,Aqaba King Hussein Intl,Aqaba,Jordan,AQJ,OJAQ
2173,Prince Hasan,Hotel Four,Jordan,,OJHF
2174,Jerusalem,Jerusalem,West Bank,,OJJR
2175,King Hussein,Mafraq,Jordan,OMF,OJMF
2176,Kuwait Intl,Kuwait,Kuwait,KWI,OKBK
2177,Rafic Hariri Intl,Beirut,Lebanon,BEY,OLBA
2178,Rene Mouawad,Kleiat,Lebanon,,OLKA
2179,Abu Dhabi Intl,Abu Dhabi,United Arab Emirates,AUH,OMAA
2180,Bateen,Abu Dhabi,United Arab Emirates,AZI,OMAD
2181,Al Hamra Aux,Al Hamra,United Arab Emirates,,OMAH
2182,Jebel Dhana,Jebel Dhana,United Arab Emirates,,OMAJ
6867,Reykjahlid Airport,Myvatn,Iceland,MVA,BIRL
2184,Al Dhafra,Abu Dhabi,United Arab Emirates,,OMAM
2185,Arzanah,Arzana,United Arab Emirates,,OMAR
2186,Das Island,Das Island,United Arab Emirates,,OMAS
2187,Zirku,Zirku,United Arab Emirates,,OMAZ
2188,Dubai Intl,Dubai,United Arab Emirates,DXB,OMDB
2189,Fujairah Intl,Fujeirah,United Arab Emirates,FJR,OMFJ
2190,Ras Al Khaimah Intl,Ras Al Khaimah,United Arab Emirates,RKT,OMRK
2191,Sharjah Intl,Sharjah,United Arab Emirates,SHJ,OMSJ
2192,Khasab,Khasab,Oman,KHS,OOKB
2193,Masirah,Masirah,Oman,MSH,OOMA
2194,Seeb Intl,Muscat,Oman,MCT,OOMS
2195,Salalah,Salalah,Oman,SLL,OOSA
2196,Thumrait,Thumrait,Oman,TTH,OOTH
2197,Bhagatanwala,Bhagtanwala,Pakistan,,OPBG
6866,Spray View Airport,Spray View,Zimbabwe,,FVSV
6865,Lyon Part-Dieu Railway,Lyon,France,XYD,\N
2202,Faisalabad Intl,Faisalabad,Pakistan,LYP,OPFA
2203,Gwadar,Gwadar,Pakistan,GWD,OPGD
2204,Gilgit,Gilgit,Pakistan,GIL,OPGT
2205,Shahbaz Ab,Jacobsbad,Pakistan,,OPJA
2206,Jinnah Intl,Karachi,Pakistan,KHI,OPKC
2207,Allama Iqbal Intl,Lahore,Pakistan,LHE,OPLA
2208,Walton,Lahore,Pakistan,,OPLH
2209,Mangla,Mangla,Pakistan,,OPMA
2210,Muzaffarabad,Muzaffarabad,Pakistan,MFG,OPMF
2211,Mianwali,Mianwali,Pakistan,,OPMI
2212,Moenjodaro,Moenjodaro,Pakistan,MJD,OPMJ
2213,Masroor,Karachi,Pakistan,,OPMR
2214,Multan Intl,Multan,Pakistan,MUX,OPMT
2215,Nawabshah,Nawabshah,Pakistan,WNS,OPNH
2216,Okara,Okara,Pakistan,,OPOK
2217,Panjgur,Panjgur,Pakistan,PJG,OPPG
2218,Pasni,Pasni,Pakistan,PSI,OPPI
2219,Peshawar Intl,Peshawar,Pakistan,PEW,OPPS
2220,Qasim,Qasim,Pakistan,,OPQS
2221,Quetta,Quetta,Pakistan,UET,OPQT
2222,Sheikh Zayed,Rahim Yar Khan,Pakistan,RYK,OPRK
2223,Chaklala,Islamabad,Pakistan,ISB,OPRN
2224,Risalpur,Risalpur,Pakistan,,OPRS
2225,Rawalakot,Rawala Kot,Pakistan,RAZ,OPRT
6864,Point Roberts Airpark,Point Roberts,United States,1RL,K1RL
2227,Sukkur,Sukkur,Pakistan,SKZ,OPSK
2228,Saidu Sharif,Saidu Sharif,Pakistan,SDT,OPSS
2229,Sui,Sui,Pakistan,SUL,OPSU
2230,Talhar,Talhar,Pakistan,BDN,OPTH
2232,Wana,Wana,Pakistan,,OPWN
2233,Zhob,Zhob,Pakistan,PZH,OPZB
2234,Basrah Intl,Basrah,Iraq,BSR,ORMM
2235,Aleppo Intl,Aleppo,Syria,ALP,OSAP
2236,Damascus Intl,Damascus,Syria,DAM,OSDI
2237,Deir Zzor,Deire Zor,Syria,DEZ,OSDZ
2239,Bassel Al Assad Intl,Latakia,Syria,LTK,OSLK
2240,Palmyra,Palmyra,Syria,PMS,OSPR
2241,Doha Intl,Doha,Qatar,DOH,OTBD
2242,Canton,Canton Island,Kiribati,CIS,PCIS
2243,Rota Intl,Rota,Northern Mariana Islands,ROP,PGRO
2244,Francisco C Ada Saipan Intl,Saipan,Northern Mariana Islands,SPN,PGSN
2245,Andersen Afb,Andersen,Guam,UAM,PGUA
2246,Guam Intl,Agana,Guam,GUM,PGUM
2247,Tinian Intl,West Tinian,Northern Mariana Islands,TIQ,PGWT
6807,Scone Airport,Scone,Australia,NSO,YSCO
2249,Marshall Islands Intl,Majuro,Marshall Islands,MAJ,PKMJ
2250,Dyess Aaf,Kwajalein,Marshall Islands,,PKRO
2251,Bucholz Aaf,Kwajalein,Marshall Islands,KWA,PKWA
2252,Cassidy Intl,Kiritimati,Kiribati,CXI,PLCH
2253,Midway Atoll,Midway,Midway Islands,MDY,PMDY
2254,Chuuk Intl,Chuuk,Micronesia,TKK,PTKK
2255,Pohnpei Intl,Pohnpei,Micronesia,PNI,PTPN
2256,Babelthuap,Babelthuap,Palau,ROR,PTRO
2257,Kosrae,Kosrae,Micronesia,KSA,PTSA
2258,Yap Intl,Yap,Micronesia,YAP,PTYA
2259,Shang Yi,Kinmen,Taiwan,KNH,RCBS
2260,Pingtung South,Pingtung,Taiwan,PIF,RCDC
2261,Longtan,Longtang,Taiwan,,RCDI
2262,Fengnin,Fengnin,Taiwan,TTT,RCFN
2263,Lyudao,Green Island,Taiwan,GNI,RCGI
2264,Kaohsiung Intl,Kaohsiung,Taiwan,KHH,RCKH
2265,Chiayi,Chiayi,Taiwan,CYI,RCKU
2267,Lanyu,Lanyu,Taiwan,KYD,RCLY
2268,Ching Chuang Kang,Taichung,Taiwan,RMQ,RCMQ
6806,Cessnock Airport,Cessnock,Australia,CES,YCNK
2270,Tainan,Tainan,Taiwan,TNN,RCNN
2271,Hsinchu,Hsinchu,Taiwan,,RCPO
2272,Magong,Makung,Taiwan,MZG,RCQC
2273,Jhihhang,Taitung,Taiwan,,RCQS
2274,Pingtung North,Pingtung,Taiwan,,RCSQ
2275,Sungshan,Taipei,Taiwan,TSA,RCSS
2276,Taoyuan Intl,Taipei,Taiwan,TPE,RCTP
2277,Wang An,Wang An,Taiwan,WOT,RCWA
2278,Hualien,Hualien,Taiwan,HUN,RCYU
2279,Narita Intl,Tokyo,Japan,NRT,RJAA
2280,Matsumoto,Matsumoto,Japan,MMJ,RJAF
2281,Hyakuri,Ibaraki,Japan,IBR,RJAH
2282,Minami Torishima,Minami Tori Shima,Japan,,RJAM
2283,Iwo Jima,Iwojima,Japan,IWO,RJAW
2284,Nanki Shirahama,Nanki-shirahama,Japan,SHM,RJBD
2285,Kohnan,Kohnan,Japan,,RJBK
2286,Obihiro,Obihiro,Japan,OBO,RJCB
2287,New Chitose,Sapporo,Japan,CTS,RJCC
2288,Hakodate,Hakodate,Japan,HKD,RJCH
2289,Chitose,Chitose,Japan,SPK,RJCJ
2290,Memanbetsu,Memanbetsu,Japan,MMB,RJCM
2291,Nakashibetsu,Nakashibetsu,Japan,SHB,RJCN
2293,Tokachi,Tokachi,Japan,,RJCT
2294,Wakkanai,Wakkanai,Japan,WKJ,RJCW
2295,Iki,Iki,Japan,IKI,RJDB
2296,Yamaguchi Ube,Yamaguchi,Japan,UBJ,RJDC
2297,Tsushima,Tsushima,Japan,TSJ,RJDT
2298,Monbetsu,Monbetsu,Japan,MBE,RJEB
2299,Asahikawa,Asahikawa,Japan,AKJ,RJEC
2300,Okushiri,Okushiri,Japan,OIR,RJEO
2301,Rishiri,Rishiri Island,Japan,RIS,RJER
2302,Ashiya,Ashiya,Japan,,RJFA
2303,Yakushima,Yakushima,Japan,KUM,RJFC
2304,Fukue,Fukue,Japan,FUJ,RJFE
2305,Fukuoka,Fukuoka,Japan,FUK,RJFF
2306,New Tanegashima,Tanegashima,Japan,TNE,RJFG
2307,Kagoshima,Kagoshima,Japan,KOJ,RJFK
2308,Miyazaki,Miyazaki,Japan,KMI,RJFM
2309,Nyutabaru,Nyutabaru,Japan,,RJFN
2310,Oita,Oita,Japan,OIT,RJFO
2311,New Kitakyushu,Kitakyushu,Japan,KKJ,RJFR
2312,Kumamoto,Kumamoto,Japan,KMJ,RJFT
2313,Nagasaki,Nagasaki,Japan,NGS,RJFU
2314,Kanoya,Kanoya,Japan,,RJFY
2315,Tsuiki,Tsuiki,Japan,,RJFZ
2316,Amami,Amami,Japan,ASJ,RJKA
2317,Okierabu,Okierabu,Japan,,RJKB
2318,Tokunoshima,Tokunoshima,Japan,TKN,RJKN
2319,Fukui,Fukui,Japan,,RJNF
2320,Gifu,Gifu,Japan,,RJNG
2321,Hamamatsu,Hamamatsu,Japan,,RJNH
2322,Komatsu,Kanazawa,Japan,KMQ,RJNK
2323,Oki,Oki Island,Japan,OKI,RJNO
2324,Toyama,Toyama,Japan,TOY,RJNT
2325,Shizuhama,Yaizu,Japan,,RJNY
2326,Hiroshima,Hiroshima,Japan,HIJ,RJOA
2327,Okayama,Okayama,Japan,OKJ,RJOB
2328,Izumo,Izumo,Japan,IZO,RJOC
2329,Hofu,Hofu,Japan,,RJOF
2330,Yonago Kitaro,Miho,Japan,YGJ,RJOH
2331,Iwakuni Mcas,Iwakuni,Japan,,RJOI
2332,Kochi,Kochi,Japan,KCZ,RJOK
2333,Matsuyama,Matsuyama,Japan,MYJ,RJOM
2334,Osaka Intl,Osaka,Japan,ITM,RJOO
2335,Tottori,Tottori,Japan,TTJ,RJOR
2336,Tokushima,Tokushima,Japan,TKS,RJOS
2337,Takamatsu,Takamatsu,Japan,TAK,RJOT
2338,Yao,Osaka,Japan,,RJOY
2339,Ozuki,Ozuki,Japan,,RJOZ
2340,Aomori,Aomori,Japan,AOJ,RJSA
2341,Yamagata,Yamagata,Japan,GAJ,RJSC
2342,Sado,Sado,Japan,,RJSD
2343,Hachinohe,Hachinoe,Japan,,RJSH
2344,Hanamaki,Hanamaki,Japan,HNA,RJSI
2345,Akita,Akita,Japan,AXT,RJSK
2346,Misawa Ab,Misawa,Japan,MSJ,RJSM
2347,Sendai,Sendai,Japan,SDJ,RJSS
2348,Matsushima,Matsushima,Japan,,RJST
6862,Sazena,Sazena,Czech Republic,LKS,LKSZ
2350,Atsugi Naf,Atsugi,Japan,,RJTA
2351,Tateyama,Tateyama,Japan,,RJTE
2352,Hachijojima,Hachijojima,Japan,HAC,RJTH
2353,Iruma,Iruma,Japan,,RJTJ
2354,Kisarazu,Kisarazu,Japan,,RJTK
2355,Shimofusa,Shimofusa,Japan,,RJTL
2356,Oshima,Oshima,Japan,OIM,RJTO
2358,Kastner Aaf,Zama,Japan,,RJTR
2359,Tokyo Intl,Tokyo,Japan,HND,RJTT
2360,Yokota Ab,Yokota,Japan,OKO,RJTY
2361,Gwangju,Kwangju,South Korea,KWJ,RKJJ
2364,Jeon Ju,Jhunju,South Korea,,RKJU
2365,Yeosu,Yeosu,South Korea,RSU,RKJY
2366,Sokcho,Sokch'o,South Korea,SHO,RKND
2367,Gangneung,Kangnung,South Korea,KAG,RKNN
6861,Macomb Municipal Airport,Macomb,United States,MQB,\N
2370,Jeju Intl,Cheju,South Korea,CJU,RKPC
2371,Jinhae,Chinhae,South Korea,,RKPE
2372,Gimhae Intl,Busan,South Korea,PUS,RKPK
6860,Bungle Bungle Airport,Bungle Bungle,Australia,,YBUU
2374,Ulsan,Ulsan,South Korea,USN,RKPU
2375,A 511,Pyongtaek,South Korea,,RKSG
2376,Seoul Ab,Seoul East,South Korea,SSN,RKSM
2377,Osan Ab,Osan,South Korea,OSN,RKSO
2378,Gimpo,Seoul,South Korea,GMP,RKSS
2379,Suwon,Suwon,South Korea,,RKSW
2380,Pohang,Pohang,South Korea,KPO,RKTH
2381,Daegu Ab,Taegu,South Korea,TAE,RKTN
2383,Yecheon,Yechon,South Korea,YEC,RKTY
2384,Naha,Okinawa,Japan,OKA,ROAH
2385,Ie Shima Aux Ab,Iejima,Japan,,RODE
2386,Kadena Ab,Kadena,Japan,DNA,RODN
2387,Ishigaki,Ishigaki,Japan,ISG,ROIG
2388,Kumejima,Kumejima,Japan,UEO,ROKJ
2389,Minami Daito,Minami Daito,Japan,MMD,ROMD
2390,Miyako,Miyako,Japan,MMY,ROMY
2391,Kitadaito,Kitadaito,Japan,KTD,RORK
2392,Shimojishima,Shimojishima,Japan,SHI,RORS
2393,Tarama,Tarama,Japan,,RORT
2394,Yoron,Yoron,Japan,RNJ,RORY
2395,Futenma Mcas,Futema,Japan,,ROTM
2396,Yonaguni,Yonaguni Jima,Japan,OGN,ROYN
2397,Ninoy Aquino Intl,Manila,Philippines,MNL,RPLL
6859,Mary Airport,Mary,Turkmenistan,MYP,UTAM
2399,Cotabato,Cotabato,Philippines,CBO,RPMC
2400,Cagayan De Oro,Ladag,Philippines,CGY,RPML
2401,Pagadian,Pagadian,Philippines,PAG,RPMP
2402,Tambler,Romblon,Philippines,,RPMR
6858,Crocodile Camp,Tsavo East,Kenya,,\N
2404,Zamboanga Intl,Zamboanga,Philippines,ZAM,RPMZ
2405,Baguio,Baguio,Philippines,BAG,RPUB
2406,Daet,Daet,Philippines,,RPUD
2407,Basa Ab,Floridablanca,Philippines,,RPUF
2408,Lingayen,Lingayen,Philippines,,RPUG
2409,San Jose,San Jose,Philippines,,RPUH
2410,Fernando Ab,Lipa,Philippines,,RPUL
2411,Mamburao,Mamburao,Philippines,,RPUM
2414,Vigan,Vigan,Philippines,,RPUQ
2415,Baler,Baler,Philippines,,RPUR
6857,Kimana,Kimana,Kenya,,\N
6856,Solio Ranch Airport,Solio,Kenya,,\N
6855,Kalundborg Flyveplads,Kalundborg,Denmark,,EKKL
2421,Bagabag,Bagabag,Philippines,,RPUZ
2422,Daniel Z Romualdez,Tacloban,Philippines,TAC,RPVA
2423,Bacolod,Bacolod,Philippines,BCD,RPVB
6854,Gardermoen Airport,Oslo,Norway,GEN,\N
2425,Dumaguete,Dumaguete,Philippines,DGT,RPVD
2426,Caticlan,Caticlan,Philippines,,RPVE
2428,Guiuan,Guiuan,Philippines,,RPVG
2429,Iloilo,Iloilo,Philippines,ILO,RPVI
2430,Kalibo,Kalibo,Philippines,KLO,RPVK
2431,Mactan Cebu Intl,Masbate,Philippines,,RPVM
6853,Wausau Downtown Airport,Wausau,United States,AUW,\N
2433,Puerto Princesa,Puerto Princesa,Philippines,PPS,RPVP
2435,Antique,San Jose,Philippines,SJI,RPVS
2436,Comodoro Pierrestegui,Concordia,Argentina,COC,SAAC
2437,Gualeguaychu,Gualeguaychu,Argentina,GHU,SAAG
2438,Junin,Junin,Argentina,,SAAJ
2439,General Urquiza,Parana,Argentina,PRA,SAAP
2440,Rosario,Rosario,Argentina,ROS,SAAR
2441,Sauce Viejo,Santa Fe,Argentina,SFN,SAAV
2442,Aeroparque Jorge Newbery,Buenos Aires,Argentina,AEP,SABE
2443,Ambrosio L V Taravella,Cordoba,Argentina,COR,SACO
2444,Chamical,Gobernador Gordillo,Argentina,,SACT
2445,San Fernando,San Fernando,Argentina,,SADF
2446,Mariano Moreno,Jose C. Paz,Argentina,,SADJ
2447,La Plata,La Plata,Argentina,LPG,SADL
2448,Moron,Moron,Argentina,,SADM
2449,El Palomar,El Palomar,Argentina,,SADP
2450,Chos Malal,Chosmadal,Argentina,,SAHC
2451,General Roca,Fuerte Gral Roca,Argentina,,SAHR
2452,El Plumerillo,Mendoza,Argentina,MDZ,SAME
2453,Malargue,Malargue,Argentina,LGS,SAMM
2454,San Rafael,San Rafael,Argentina,AFA,SAMR
2455,Catamarca,Catamarca,Argentina,CTC,SANC
2456,Santiago Del Estero,Santiago Del Estero,Argentina,SDE,SANE
2457,Tinogasta,Tinogasta,Argentina,,SANI
2458,La Rioja,La Rioja,Argentina,IRJ,SANL
2459,Chilecito,Chilecito,Argentina,,SANO
2460,Teniente Benjamin Matienzo,Tucuman,Argentina,TUC,SANT
2461,San Juan,San Julian,Argentina,UAQ,SANU
2462,Rio Cuarto Area De Material,Rio Cuarto,Argentina,RCU,SAOC
2463,Villa Dolores,Villa Dolores,Argentina,VDR,SAOD
2464,Laboulaye,Laboulaye,Argentina,,SAOL
2465,Marcos Juarez,Marcos Juarez,Argentina,,SAOM
2466,Villa Reynolds,Villa Reynolds,Argentina,,SAOR
2467,San Luis,San Luis,Argentina,LUQ,SAOU
2468,Corrientes,Corrientes,Argentina,CNQ,SARC
2469,Resistencia,Resistencia,Argentina,RES,SARE
2470,Formosa,Formosa,Argentina,FMA,SARF
2471,Cataratas Del Iguazu,Iguazu Falls,Argentina,IGR,SARI
2472,Paso De Los Libres,Paso De Los Libres,Argentina,AOL,SARL
2473,Monte Caseros,Monte Caseros,Argentina,,SARM
2474,Posadas,Posadas,Argentina,PSS,SARP
2475,Termal,Presidencia R.s.pena,Argentina,,SARS
2476,Salta,Salta,Argentina,SLA,SASA
2477,Jujuy,Jujuy,Argentina,JUJ,SASJ
2478,Oran,Oran,Argentina,ORA,SASO
2479,La Quiaca,La Quiaca,Argentina,,SASQ
6852,Portage Municipal Airport,Portage,United States,C47,\N
2481,Eldorado,El Dorado,Argentina,,SATD
2482,Goya,Goya,Argentina,,SATG
2483,Obera,Obera,Argentina,,SATO
2484,Reconquista,Reconquista,Argentina,,SATR
2485,Curuzu Cuatia,Curuzu Cuatia,Argentina,,SATU
2486,El Bolson,El Bolson,Argentina,EHL,SAVB
2487,Comodoro Rivadavia,Comodoro Rivadavia,Argentina,CRD,SAVC
2488,Esquel,Esquel,Argentina,EQS,SAVE
2490,Almirante Zar,Trelew,Argentina,REL,SAVT
2491,Gobernador Castello,Viedma,Argentina,VDM,SAVV
2492,El Tehuelche,Puerto Madryn,Argentina,PMY,SAVY
2493,Base Marambio,Marambio Base,Antarctica,,SAWB
2494,Puerto Deseado,Puerto Deseado,Argentina,PUD,SAWD
2495,Rio Grande,Rio Grande,Argentina,RGA,SAWE
2496,Rio Gallegos,Rio Gallegos,Argentina,RGL,SAWG
2497,Ushuaia Malvinas Argentinas,Ushuaia,Argentina,USH,SAWH
2498,San Julian,San Julian,Argentina,ULA,SAWJ
2499,Perito Moreno,Perito Moreno,Argentina,PMQ,SAWP
2500,Santa Cruz,Santa Cruz,Argentina,RZA,SAWU
2501,Comandante Espora,Bahia Blanca,Argentina,BHI,SAZB
2502,Coronel Suarez,Colonel Suarez,Argentina,,SAZC
2503,Olavarria,Olavarria,Argentina,,SAZF
2504,General Pico,General Pico,Argentina,,SAZG
2505,Tres Arroyos,Tres Arroyos,Argentina,,SAZH
2506,Bolivar,Bolivar,Argentina,,SAZI
6851,Gogebic Iron County Airport,Ironwood,United States,IWD,\N
2508,Mar Del Plata,Mar Del Plata,Argentina,MDQ,SAZM
2509,Presidente Peron,Neuquen,Argentina,NQN,SAZN
6850,Mackinac Island Airport,Mackinac Island,United States,MCD,\N
2511,Comodoro P Zanni,Pehuajo,Argentina,,SAZP
2512,Santa Rosa,Santa Rosa,Argentina,RSA,SAZR
2513,San Carlos De Bariloche,San Carlos De Bariloche,Argentina,BRC,SAZS
2514,Tandil,Tandil,Argentina,TDL,SAZT
2515,Villa Gesell,Villa Gesell,Argentina,VLG,SAZV
2516,Cutralco,Cutralco,Argentina,,SAZW
2517,Aviador C Campos,San Martin Des Andes,Argentina,CPC,SAZY
2518,Conceicao Do Araguaia,Conceicao Do Araguaia,Brazil,CDJ,SBAA
2519,Campo Delio Jardim De Mattos,Rio De Janeiro,Brazil,,SBAF
2520,Amapa,Amapa,Brazil,,SBAM
2521,Araraquara,Araracuara,Brazil,AQA,SBAQ
2522,Santa Maria,Aracaju,Brazil,AJU,SBAR
2523,Assis,Assis,Brazil,,SBAS
2524,Alta Floresta,Alta Floresta,Brazil,AFL,SBAT
2525,Aracatuba,Aracatuba,Brazil,ARU,SBAU
2526,Val De Cans Intl,Belem,Brazil,BEL,SBBE
2527,Comandante Gustavo Kraemer,Bage,Brazil,BGX,SBBG
2528,Pampulha Carlos Drummond De Andrade,Belo Horizonte,Brazil,PLU,SBBH
2529,Bacacheri,Curitiba,Brazil,BFH,SBBI
2530,Major Brigadeiro Doorgal Borges,Barbacena,Brazil,,SBBQ
2531,Presidente Juscelino Kubitschek,Brasilia,Brazil,BSB,SBBR
2532,Bauru,Bauru,Brazil,BAU,SBBU
2533,Boa Vista,Boa Vista,Brazil,BVB,SBBV
2534,Barra Do Garcas,Barra Do Garcas,Brazil,,SBBW
2535,Cascavel,Cascavel,Brazil,CAC,SBCA
2536,Cachimbo,Itaituba,Brazil,,SBCC
2537,Tancredo Neves Intl,Belo Horizonte,Brazil,CNF,SBCF
2538,Campo Grande,Campo Grande,Brazil,CGR,SBCG
2539,Chapeco,Chapeco,Brazil,XAP,SBCH
2540,Carolina,Carolina,Brazil,CLN,SBCI
2541,Forquilhinha,Criciuma,Brazil,CCM,SBCM
2542,Canoas,Porto Alegre,Brazil,,SBCO
2543,Bartolomeu Lisandro,Campos,Brazil,CAW,SBCP
2544,Corumba Intl,Corumba,Brazil,CMG,SBCR
2545,Afonso Pena,Curitiba,Brazil,CWB,SBCT
2546,Caravelas,Caravelas,Brazil,CRQ,SBCV
2547,Campo Dos Bugres,Caxias Do Sul,Brazil,CXJ,SBCX
2548,Marechal Rondon,Cuiaba,Brazil,CGB,SBCY
2549,Cruzeiro do Sul,Cruzeiro do Sul,Brazil,CZS,SBCZ
2550,Presidente Prudente,President Prudente,Brazil,PPB,SBDN
2551,Eduardo Gomes Intl,Manaus,Brazil,MAO,SBEG
2552,Jacareacanga,Jacare-acanga,Brazil,,SBEK
2553,Sao Pedro Da Aldeia,Sao Pedro Da Aldeia,Brazil,,SBES
2554,Cataratas Intl,Foz Do Iguacu,Brazil,IGU,SBFI
2555,Hercilio Luz,Florianopolis,Brazil,FLN,SBFL
2556,Fernando De Noronha,Fernando Do Noronha,Brazil,FEN,SBFN
2557,Fronteira,Fronteira,Brazil,,SBFT
2558,Furnas,Alpinopolis,Brazil,,SBFU
